TEAMRESULT,A_PCT,A_RPI,A_PCT_NC,A_RPI_NC,A_RANK_NC,A_PCT_C,A_RPI_C,A_RANK_C,A_ROAD,A_NC,A_OPP,A_WIN_F,A_LOST_F,A_WL_1_25,A_WL_26_50,A_WL_51_100,A_WL_101_200,A_WL_201,A_ND1,B_PCT,B_RPI,B_PCT_NC,B_RPI_NC,B_RANK_NC,B_PCT_C,B_RPI_C,B_RANK_C,B_ROAD,B_NC,B_OPP,B_WIN_F,B_LOST_F,B_WL_1_25,B_WL_26_50,B_WL_51_100,B_WL_101_200,B_WL_201,B_ND1,PLAYIN_FLAG,RD1_WIN,RD2_WIN,RD3_WIN,RD4_WIN,RD5_WIN,RD6_WIN,RD7_WIN,TEAM_RATING,TEAM_SEED,PLAYIN_FLAG_1,RD1_WIN_1,RD2_WIN_1,RD3_WIN_1,RD4_WIN_1,RD5_WIN_1,RD6_WIN_1,RD7_WIN_1,TEAM_RATING_1,TEAM_SEED_1
0,0.7419,0.621,0.7692,0.6189,17,0.7222,0.6221,19,0.363636,0.666667,105,114,82,0.5,0,0.769231,0.7,1,0,0.7742,0.611,0.8462,0.6223,15,0.7222,0.6044,32,0.5,0.666667,117,128,80,1,1,0.538462,0.857143,1,0,0,1,0.92530662,0.61058029,0.25123833,0.15873487,0.08473556,0.0444333,90.69,4,0,1,0.88231513,0.5494919,0.24167014,0.12413686,0.05241442,0.02375483,86.82,3
0,0.7419,0.621,0.7692,0.6189,17,0.7222,0.6221,19,0.363636,0.666667,105,114,82,0.5,0,0.769231,0.7,1,0,0.8667,0.6713,0.9167,0.6463,5,0.8333,0.688,1,0.7,0.666667,85,90,53,0.7,1,1,0.857143,1,1,0,1,0.92530662,0.61058029,0.25123833,0.15873487,0.08473556,0.0444333,90.69,4,0,1,0.99027066,0.86031066,0.67910561,0.45072058,0.31964453,0.19098271,94.46,1
1,0.7419,0.621,0.7692,0.6189,17,0.7222,0.6221,19,0.363636,0.666667,105,114,82,0.5,0,0.769231,0.7,1,0,0.6129,0.5812,0.6154,0.5653,72,0.6111,0.5924,44,0.25,0.666667,104,137,52,0.25,0,0.625,0.8,1,0,0,1,0.92530662,0.61058029,0.25123833,0.15873487,0.08473556,0.0444333,90.69,4,1,0.48292588,0.24089068,0.15016678,0.0637222,0.02406272,0.01207092,0.00482823,85.59,11
1,0.7419,0.621,0.7692,0.6189,17,0.7222,0.6221,19,0.363636,0.666667,105,114,82,0.5,0,0.769231,0.7,1,0,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0,1,0.92530662,0.61058029,0.25123833,0.15873487,0.08473556,0.0444333,90.69,4,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4
1,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.6452,0.5949,0.6154,0.5467,97,0.6667,0.6295,14,0.545455,0.5,104,119,76,0.4,1,1,0.6,0.8,0,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,0,1,0.62883547,0.27120281,0.10943365,0.02887316,0.01059594,0.00396854,84.75,7
1,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.8065,0.6117,0.7692,0.5556,84,0.8333,0.6492,7,0.6,0.5,134,148,78,0.666667,0.666667,1,0.7,1,0,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,0,1,0.87683343,0.35794705,0.10951496,0.0576697,0.02564762,0.01140497,87.36,5
1,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.6333,0.5664,0.75,0.5498,93,0.5556,0.5784,61,0.4,0.75,126,184,26,0.272727,0,0,1,1,1,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,1,0.53621707,0.18883321,0.04683546,0.01622792,0.00313976,0.00082848,0.00023095,79.57,11
0,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5
1,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.7667,0.6224,0.9167,0.6235,13,0.6667,0.6243,18,0.4,1,118,136,59,0.333333,0.666667,0.8,1,0.857143,1,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,0,1,0.79464229,0.42966905,0.13410495,0.06285836,0.03180373,0.01283992,87.37,5
0,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.7,0.6065,0.75,0.5747,61,0.6667,0.6283,16,0.545455,0.5,114,146,38,0.444444,0.333333,0.75,0.857143,1,0,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,0,1,0.72194021,0.18532737,0.09020343,0.03229494,0.01590512,0.00623653,85.91,7
0,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.6452,0.5949,0.6154,0.5467,97,0.6667,0.6295,14,0.545455,0.5,104,119,76,0.4,1,1,0.6,0.8,0,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,0,1,0.62883547,0.27120281,0.10943365,0.02887316,0.01059594,0.00396854,84.75,7
0,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.7,0.6065,0.75,0.5747,61,0.6667,0.6283,16,0.545455,0.5,114,146,38,0.444444,0.333333,0.75,0.857143,1,0,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,0,1,0.72194021,0.18532737,0.09020343,0.03229494,0.01590512,0.00623653,85.91,7
1,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.7097,0.5835,0.9231,0.5946,36,0.5556,0.5829,57,0.636364,0.666667,130,160,56,0.333333,0.5,1,0.7,1,0,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,0,1,0.62200871,0.0616355,0.02023095,0.0082972,0.00234695,0.00069644,82.48,9
1,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0.8667,0.6713,0.9167,0.6463,5,0.8333,0.688,1,0.7,0.666667,85,90,53,0.7,1,1,0.857143,1,1,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2,0,1,0.99027066,0.86031066,0.67910561,0.45072058,0.31964453,0.19098271,94.46,1
1,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.6562,0.5856,0.8462,0.6001,35,0.5263,0.579,60,0.3,0.5,106,142,37,0.142857,0.8,0.5,1,1,0,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.37799129,0.02681753,0.00601826,0.00180312,0.00052577,0.00016033,81.4,8
1,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.6207,0.5961,0.8,0.6003,34,0.5263,0.597,40,0.333333,1,88,117,42,0.375,0.6,0.625,0.666667,1,1,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.26556296,0.02682859,0.00814584,0.00234282,0.00034214,6.00E-05,77.63,7
1,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.8,0.6538,0.8333,0.6303,9,0.7778,0.6693,2,0.545455,0.5,88,94,64,0.8,0.714286,0.8,0.666667,1,1,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.97687859,0.72203287,0.43961241,0.22636162,0.07248937,0.02580594,88,1
0,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.6774,0.5948,0.8333,0.5863,47,0.5789,0.6064,31,0.363636,0.5,106,141,31,0.333333,0.333333,0.833333,0.833333,1,1,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.36337233,0.03928262,0.01515909,0.00416723,0.00154824,0.00045187,81.46,8
1,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.7742,0.6016,0.9231,0.5876,44,0.6667,0.6135,24,0.5,0.666667,117,141,35,0.25,0.5,1,0.666667,1,0,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.5143169,0.32042143,0.14781034,0.06042232,0.03637168,0.01783296,89.04,6
0,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.7667,0.6358,0.8333,0.63,10,0.7222,0.6407,12,0.5,0.75,91,110,27,0.428571,0.75,0.875,1,1,1,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.87009917,0.4955672,0.15469945,0.05296992,0.02032035,0.00821315,86.64,3
0,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.6207,0.5961,0.8,0.6003,34,0.5263,0.597,40,0.333333,1,88,117,42,0.375,0.6,0.625,0.666667,1,1,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.26556296,0.02682859,0.00814584,0.00234282,0.00034214,6.00E-05,77.63,7
0,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.8,0.6538,0.8333,0.6303,9,0.7778,0.6693,2,0.545455,0.5,88,94,64,0.8,0.714286,0.8,0.666667,1,1,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.97687859,0.72203287,0.43961241,0.22636162,0.07248937,0.02580594,88,1
1,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.7667,0.6358,0.8333,0.63,10,0.7222,0.6407,12,0.5,0.75,91,110,27,0.428571,0.75,0.875,1,1,1,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.87009917,0.4955672,0.15469945,0.05296992,0.02032035,0.00821315,86.64,3
1,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.6774,0.5948,0.8333,0.5863,47,0.5789,0.6064,31,0.363636,0.5,106,141,31,0.333333,0.333333,0.833333,0.833333,1,1,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.36337233,0.03928262,0.01515909,0.00416723,0.00154824,0.00045187,81.46,8
0,0.7097,0.6193,0.7692,0.5814,50,0.6667,0.6467,8,0.363636,0,95,118,39,0.428571,0.571429,0.857143,0.8,1,0,0.8,0.6575,0.9167,0.6594,2,0.7222,0.6557,4,0.454545,1,92,102,52,0.777778,1,0.555556,1,1,0,0,1,0.85542774,0.47614677,0.1086855,0.03999135,0.01902739,0.00718934,86.53,4,0,1,0.98257765,0.80380925,0.51767831,0.30355732,0.17223795,0.0981694,92.46,1
1,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.7667,0.6224,0.9167,0.6235,13,0.6667,0.6243,18,0.4,1,118,136,59,0.333333,0.666667,0.8,1,0.857143,1,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,0,1,0.79464229,0.42966905,0.13410495,0.06285836,0.03180373,0.01283992,87.37,5
0,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.8065,0.6117,0.7692,0.5556,84,0.8333,0.6492,7,0.6,0.5,134,148,78,0.666667,0.666667,1,0.7,1,0,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,0,1,0.87683343,0.35794705,0.10951496,0.0576697,0.02564762,0.01140497,87.36,5
0,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.6333,0.5664,0.75,0.5498,93,0.5556,0.5784,61,0.4,0.75,126,184,26,0.272727,0,0,1,1,1,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,1,0.53621707,0.18883321,0.04683546,0.01622792,0.00313976,0.00082848,0.00023095,79.57,11
1,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.8387,0.6203,1,0.6382,7,0.7222,0.6117,26,0.7,1,126,140,52,0.571429,0.666667,1,0.875,1,0,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,0,1,0.9485191,0.77629788,0.59476162,0.33937835,0.17270088,0.08938092,91.84,2
0,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.7667,0.6224,0.9167,0.6235,13,0.6667,0.6243,18,0.4,1,118,136,59,0.333333,0.666667,0.8,1,0.857143,1,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,0,1,0.79464229,0.42966905,0.13410495,0.06285836,0.03180373,0.01283992,87.37,5
0,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.7,0.6065,0.75,0.5747,61,0.6667,0.6283,16,0.545455,0.5,114,146,38,0.444444,0.333333,0.75,0.857143,1,0,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,0,1,0.72194021,0.18532737,0.09020343,0.03229494,0.01590512,0.00623653,85.91,7
1,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.6333,0.5664,0.75,0.5498,93,0.5556,0.5784,61,0.4,0.75,126,184,26,0.272727,0,0,1,1,1,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,1,0.53621707,0.18883321,0.04683546,0.01622792,0.00313976,0.00082848,0.00023095,79.57,11
1,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.6452,0.5949,0.6154,0.5467,97,0.6667,0.6295,14,0.545455,0.5,104,119,76,0.4,1,1,0.6,0.8,0,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,0,1,0.62883547,0.27120281,0.10943365,0.02887316,0.01059594,0.00396854,84.75,7
0,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.7,0.6065,0.75,0.5747,61,0.6667,0.6283,16,0.545455,0.5,114,146,38,0.444444,0.333333,0.75,0.857143,1,0,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,0,1,0.72194021,0.18532737,0.09020343,0.03229494,0.01590512,0.00623653,85.91,7
0,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.7,0.5831,0.9167,0.5867,45,0.5556,0.5849,51,0.5,0.75,126,165,35,0.166667,0.6,0.666667,0.888889,1,0,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,0,1,0.66939449,0.14723674,0.06305958,0.02494155,0.00841967,0.00304313,84.17,9
1,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.6129,0.5812,0.6154,0.5653,72,0.6111,0.5924,44,0.25,0.666667,104,137,52,0.25,0,0.625,0.8,1,0,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,1,0.48292588,0.24089068,0.15016678,0.0637222,0.02406272,0.01207092,0.00482823,85.59,11
1,0.7742,0.6187,0.9231,0.6184,18,0.6667,0.6207,21,0.5,0.666667,120,141,50,0.333333,0.75,0.8,0.909091,1,0,0.6667,0.5826,0.9091,0.5805,51,0.5263,0.5871,47,0.333333,1,109,141,46,0.142857,1,0.777778,0.75,1,1,0,1,0.8419116,0.51862565,0.24470148,0.12956658,0.05802096,0.02684345,88.68,5,0,1,0.37116453,0.12546356,0.04765302,0.01173387,0.00353829,0.00111194,82.29,10
0,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.6667,0.5826,0.9091,0.5805,51,0.5263,0.5871,47,0.333333,1,109,141,46,0.142857,1,0.777778,0.75,1,1,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.37116453,0.12546356,0.04765302,0.01173387,0.00353829,0.00111194,82.29,10
1,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.8065,0.6357,0.8462,0.6286,11,0.7778,0.6425,10,0.545455,1,101,119,28,0.428571,0.5,0.888889,1,1,0,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.98853534,0.90950657,0.60925768,0.43642396,0.25887628,0.14958335,93.94,1
1,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.8,0.6575,0.9167,0.6594,2,0.7222,0.6557,4,0.454545,1,92,102,52,0.777778,1,0.555556,1,1,0,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.98257765,0.80380925,0.51767831,0.30355732,0.17223795,0.0981694,92.46,1
0,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.8,0.6417,0.9167,0.6191,16,0.7222,0.6555,5,0.545455,1,98,104,75,0.666667,1,0.857143,0.625,1,0,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.85764429,0.3619327,0.14119841,0.04926454,0.02537413,0.010445,87.05,3
0,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.6667,0.5874,0.75,0.5747,60,0.6111,0.5963,41,0.5,0.25,113,149,42,0.5,0,0.375,1,1,0,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.65620848,0.22387739,0.10096272,0.02641704,0.00934835,0.00338949,84.36,6
0,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.5938,0.5671,0.7692,0.5772,56,0.4737,0.5633,75,0.272727,0.75,107,139,59,0.285714,0.333333,0.8,0.714286,0.857143,0,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.47644216,0.09734414,0.04430409,0.01255474,0.00359924,0.00112681,82.69,10
0,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.7667,0.6358,0.8333,0.63,10,0.7222,0.6407,12,0.5,0.75,91,110,27,0.428571,0.75,0.875,1,1,1,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.87009917,0.4955672,0.15469945,0.05296992,0.02032035,0.00821315,86.64,3
1,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.8065,0.6117,0.7692,0.5556,84,0.8333,0.6492,7,0.6,0.5,134,148,78,0.666667,0.666667,1,0.7,1,0,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.87683343,0.35794705,0.10951496,0.0576697,0.02564762,0.01140497,87.36,5
1,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.5333,0.5358,0.5,0.5262,131,0.5556,0.5405,104,0.357143,1,145,196,86,0,0,0,0.642857,1,1,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.14235571,0.01995303,0.00274466,0.00036017,7.37E-05,1.19E-05,75.66,14
1,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.7778,0.5844,0.6154,0.5631,75,0.9286,0.6,37,0.6,1,192,229,63,0,0.333333,0,0.777778,1,1,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.38725076,0.13930259,0.03700786,0.00980374,0.00193271,0.00044636,80.2,12
0,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.7419,0.621,0.7692,0.6189,17,0.7222,0.6221,19,0.363636,0.666667,105,114,82,0.5,0,0.769231,0.7,1,0,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.92530662,0.61058029,0.25123833,0.15873487,0.08473556,0.0444333,90.69,4
1,0.7188,0.6154,0.8462,0.6308,8,0.6316,0.6113,27,0.555556,0.6,89,110,37,0.444444,0.5,0.8,0.909091,1,0,0.7097,0.5857,0.6154,0.5409,102,0.7778,0.6149,22,0.636364,0,129,150,76,0,0.5,0.571429,0.833333,1,0,0,1,0.84597916,0.54298653,0.26249249,0.12109972,0.04355837,0.01716773,87.33,4,0,1,0.73443704,0.13989595,0.05707852,0.02168932,0.00567519,0.00169002,83.05,10
0,0.6774,0.6128,0.8462,0.6179,19,0.5556,0.6105,29,0.363636,0.75,89,120,23,0.4,0.5,0.8,1,1,0,0.7742,0.6311,0.8462,0.6046,25,0.7222,0.6521,6,0.636364,0.8,100,124,17,0.333333,1,0.75,1,1,0,0,1,0.84070229,0.40173385,0.14743067,0.06397299,0.02509005,0.01033866,86.5,4,0,1,0.84810393,0.63003359,0.3985091,0.16156641,0.07438766,0.03412325,89.3,3
1,0.6774,0.6128,0.8462,0.6179,19,0.5556,0.6105,29,0.363636,0.75,89,120,23,0.4,0.5,0.8,1,1,0,0.6452,0.6061,0.6923,0.5743,62,0.6111,0.6291,15,0.5,0.25,82,103,44,0.5,0.5,0.7,0.75,1,0,0,1,0.84070229,0.40173385,0.14743067,0.06397299,0.02509005,0.01033866,86.5,4,0,1,0.70010916,0.32721314,0.12683644,0.05881695,0.02138579,0.00850876,84.66,6
0,0.6774,0.6128,0.8462,0.6179,19,0.5556,0.6105,29,0.363636,0.75,89,120,23,0.4,0.5,0.8,1,1,0,0.6667,0.5997,0.8333,0.6125,21,0.5556,0.6067,30,0.545455,0,100,145,12,0.25,0.5,1,1,1,1,0,1,0.84070229,0.40173385,0.14743067,0.06397299,0.02509005,0.01033866,86.5,4,0,1,0.61274924,0.27071246,0.13099527,0.060489,0.02387947,0.01020742,85.47,5
0,0.6774,0.6128,0.8462,0.6179,19,0.5556,0.6105,29,0.363636,0.75,89,120,23,0.4,0.5,0.8,1,1,0,0.6129,0.5918,0.8333,0.6228,14,0.4737,0.5866,50,0.3,0.5,93,126,40,0.272727,0.666667,0.75,0.8,1,0,0,1,0.84070229,0.40173385,0.14743067,0.06397299,0.02509005,0.01033866,86.5,4,0,1,0.33060551,0.04701794,0.01374853,0.00382012,0.00119576,0.00040447,81.27,8
0,0.6774,0.6128,0.8462,0.6179,19,0.5556,0.6105,29,0.363636,0.75,89,120,23,0.4,0.5,0.8,1,1,0,0.7742,0.6311,0.8462,0.6046,25,0.7222,0.6521,6,0.636364,0.8,100,124,17,0.333333,1,0.75,1,1,0,0,1,0.84070229,0.40173385,0.14743067,0.06397299,0.02509005,0.01033866,86.5,4,0,1,0.84810393,0.63003359,0.3985091,0.16156641,0.07438766,0.03412325,89.3,3
0,0.6774,0.6128,0.8462,0.6179,19,0.5556,0.6105,29,0.363636,0.75,89,120,23,0.4,0.5,0.8,1,1,0,0.7742,0.611,0.8462,0.6223,15,0.7222,0.6044,32,0.5,0.666667,117,128,80,1,1,0.538462,0.857143,1,0,0,1,0.84070229,0.40173385,0.14743067,0.06397299,0.02509005,0.01033866,86.5,4,0,1,0.88231513,0.5494919,0.24167014,0.12413686,0.05241442,0.02375483,86.82,3
1,0.6774,0.6128,0.8462,0.6179,19,0.5556,0.6105,29,0.363636,0.75,89,120,23,0.4,0.5,0.8,1,1,0,0.8667,0.6713,0.9167,0.6463,5,0.8333,0.688,1,0.7,0.666667,85,90,53,0.7,1,1,0.857143,1,1,0,1,0.84070229,0.40173385,0.14743067,0.06397299,0.02509005,0.01033866,86.5,4,0,1,0.99027066,0.86031066,0.67910561,0.45072058,0.31964453,0.19098271,94.46,1
1,0.6774,0.6128,0.8462,0.6179,19,0.5556,0.6105,29,0.363636,0.75,89,120,23,0.4,0.5,0.8,1,1,0,0.8,0.6457,1,0.6485,4,0.6667,0.6412,11,0.583333,1,98,115,28,0.555556,0.8,0.8,1,1,0,0,1,0.84070229,0.40173385,0.14743067,0.06397299,0.02509005,0.01033866,86.5,4,0,1,0.95858319,0.82132961,0.53341957,0.31970067,0.14305305,0.06818847,89.96,2
0,0.6774,0.6128,0.8462,0.6179,19,0.5556,0.6105,29,0.363636,0.75,89,120,23,0.4,0.5,0.8,1,1,0,0.6452,0.6061,0.6923,0.5743,62,0.6111,0.6291,15,0.5,0.25,82,103,44,0.5,0.5,0.7,0.75,1,0,0,1,0.84070229,0.40173385,0.14743067,0.06397299,0.02509005,0.01033866,86.5,4,0,1,0.70010916,0.32721314,0.12683644,0.05881695,0.02138579,0.00850876,84.66,6
